id,name,type,ra_hours,dec_deg,mag,size_arcmin
NGC6414,NGC6414,Galaxy,17.51024,74.3761,15.7,1.0
NGC6415,NGC6415,Star Association,17.73904,-35.0710,,
NGC6416,NGC6416,Open Cluster,17.73889,-32.3610,,6.9
NGC6417,NGC6417,Galaxy,17.69662,23.6722,14.3,1.4
NGC6418,NGC6418,Galaxy,17.63592,58.7149,14.5,0.7
NGC6419,NGC6419,Galaxy,17.60164,68.1558,15.3,1.0
NGC6420,NGC6420,Galaxy,17.60453,68.0524,15.4,1.0
NGC6421,NGC6421,Star Association,17.76228,-33.6926,,
NGC6422,NGC6422,Galaxy,17.60834,68.0586,15.0,1.2
NGC6423,NGC6423,Galaxy,17.61481,68.1715,15.6,0.6
NGC6424,NGC6424,Galaxy,17.60335,69.9889,14.7,0.8
NGC6425,NGC6425,Open Cluster,17.78380,-31.5294,7.2,4.8
NGC6426,NGC6426,Globular Cluster,17.74853,3.1701,,5.7
NGC6427,NGC6427,Galaxy,17.72739,25.4939,14.5,1.6
NGC6428,NGC6428,Double Star,17.73134,25.5548,,
NGC6429,NGC6429,Galaxy,17.73482,25.3507,14.2,1.8
NGC6430,NGC6430,Galaxy,17.75396,18.1389,14.7,1.7
NGC6432,NGC6432,Other,17.78956,-24.8875,,
NGC6433,NGC6433,Galaxy,17.73228,36.8001,14.0,1.9
NGC6434,NGC6434,Galaxy,17.61356,72.0890,13.2,2.1
NGC6435,NGC6435,Galaxy,17.66974,62.6418,14.9,0.9
NGC6436,NGC6436,Galaxy,17.68701,60.4497,14.8,1.0
NGC6437,NGC6437,Star Association,17.80587,-35.3662,,
NGC6438,NGC6438,Galaxy,18.37152,-85.4021,11.6,1.8
NGC6438A,NGC6438A,Galaxy,18.37653,-85.4063,12.6,3.4
NGC6439,NGC6439,Planetary Nebula,17.80550,-16.4789,12.6,0.1
NGC6440,NGC6440,Globular Cluster,17.81463,-20.3596,10.1,5.1
NGC6441,NGC6441,Globular Cluster,17.83690,-37.0511,8.0,4.8
NGC6442,NGC6442,Galaxy,17.78093,20.7611,14.4,1.4
NGC6443,NGC6443,Galaxy,17.74274,48.1141,14.7,1.1
NGC6444,NGC6444,Open Cluster,17.82644,-34.8197,,6.9
NGC6445,Little Gem,Planetary Nebula,17.82085,-20.0095,11.2,0.6
NGC6446,NGC6446,Galaxy,17.76875,35.5694,15.0,0.6
NGC6447,NGC6447,Galaxy,17.77145,35.5720,13.0,1.4
NGC6448,NGC6448,Other,17.72856,53.5461,,
NGC6449,NGC6449,Galaxy,17.72954,56.8041,14.6,0.9
NGC6450,NGC6450,Other,17.79232,18.5752,,
NGC6451,NGC6451,Open Cluster,17.84462,-30.2116,8.2,7.2
NGC6452,NGC6452,Galaxy,17.79959,20.8378,15.1,0.7
NGC6453,NGC6453,Globular Cluster,17.84770,-34.5999,10.5,5.4
NGC6454,NGC6454,Galaxy,17.74906,55.7048,13.5,1.4
NGC6455,NGC6455,Star Association,17.85225,-35.3378,,7.8
NGC6456,NGC6456,Galaxy,17.70885,67.5923,15.5,0.5
NGC6457,NGC6457,Galaxy,17.71468,66.4760,15.2,1.1
NGC6458,NGC6458,Galaxy,17.81972,20.8043,14.9,1.1
NGC6459,NGC6459,Galaxy,17.76311,55.7767,15.2,0.9
NGC6460,NGC6460,Galaxy,17.82510,20.7637,14.7,1.7
NGC6461,NGC6461,Galaxy,17.66570,74.0342,15.6,0.8
NGC6462,NGC6462,Galaxy,17.74691,61.9106,14.9,0.6
NGC6463,NGC6463,Galaxy,17.72620,67.6035,15.1,0.9
NGC6464,NGC6464,Galaxy,17.76320,60.8975,15.3,0.6
NGC6465,NGC6465,Other,17.88211,-25.3977,,
NGC6466,NGC6466,Galaxy,17.80225,51.3992,14.8,0.7
NGC6467,NGC6467,Galaxy,17.84449,17.5378,14.8,1.4
NGC6469,NGC6469,Open Cluster,17.88670,-22.2751,8.2,9.0
NGC6470,NGC6470,Galaxy,17.73746,67.6194,15.1,1.1
NGC6471,NGC6471,Galaxy Pair,17.73767,67.5919,,1.2
NGC6472,NGC6472,Galaxy,17.73419,67.6303,16.3,0.7
NGC6473,NGC6473,Galaxy,17.76607,57.2571,15.3,0.9
NGC6474,NGC6474,Galaxy,17.78488,57.3012,15.0,0.9
NGC6476,NGC6476,Star Association,17.90056,-29.1442,,
NGC6477,NGC6477,Galaxy,17.74167,67.6106,16.6,0.6
NGC6478,NGC6478,Galaxy,17.81065,51.1572,14.0,1.4
NGC6479,NGC6479,Galaxy,17.80600,54.1490,14.4,0.9
NGC6480,NGC6480,Star Association,17.90723,-30.4521,,2.7
NGC6481,NGC6481,Other,17.88025,4.1678,,3.9
NGC6482,NGC6482,Galaxy,17.86356,23.0719,11.3,2.0
NGC6483,NGC6483,Galaxy,17.99189,-63.6687,12.0,1.8
NGC6484,NGC6484,Galaxy,17.86305,24.4835,13.3,1.7
NGC6485,NGC6485,Galaxy,17.86465,31.4618,14.1,1.2
NGC6486,NGC6486,Galaxy,17.87647,29.8180,15.0,0.6
NGC6487,NGC6487,Galaxy,17.87829,29.8386,12.0,1.8
NGC6488,NGC6488,Galaxy,17.82249,62.2229,14.8,0.7
NGC6489,NGC6489,Galaxy,17.83370,60.0922,16.2,0.5
NGC6490,NGC6490,Galaxy,17.90846,18.3758,14.7,1.0
NGC6491,NGC6491,Galaxy,17.83353,61.5318,14.4,1.2
NGC6492,NGC6492,Galaxy,18.04676,-66.4306,11.9,2.4
NGC6493,NGC6493,Galaxy,17.83963,61.5594,15.4,1.1
NGC6495,NGC6495,Galaxy,17.91410,18.3269,13.9,1.4
NGC6496,NGC6496,Globular Cluster,17.98436,-44.2663,10.0,4.6
NGC6497,NGC6497,Galaxy,17.85499,59.4709,14.2,1.4
NGC6499,NGC6499,Double Star,17.92223,18.3598,,
NGC6500,NGC6500,Galaxy,17.93327,18.3382,12.5,2.1
NGC6501,NGC6501,Galaxy,17.93437,18.3731,13.1,1.7
NGC6502,NGC6502,Galaxy,18.07048,-65.4099,13.6,1.4
NGC6503,NGC6503,Galaxy,17.82401,70.1444,10.1,5.9
NGC6504,NGC6504,Galaxy,17.93492,33.2084,13.3,1.9
NGC6505,NGC6505,Galaxy,17.85207,65.5308,15.3,1.1
NGC6506,NGC6506,Open Cluster,17.99819,-24.6853,,
NGC6507,NGC6507,Open Cluster,17.99744,-17.4503,9.6,4.8
NGC6508,NGC6508,Galaxy,17.82957,72.0211,14.0,1.3
NGC6509,NGC6509,Galaxy,17.99035,6.2870,13.3,1.4
NGC6510,NGC6510,Galaxy,17.91092,60.8179,14.3,0.8
NGC6512,NGC6512,Galaxy,17.91397,62.6451,14.7,0.8
NGC6513,NGC6513,Galaxy,17.99292,24.8805,14.6,1.1
NGC6515,NGC6515,Galaxy,17.95700,50.7281,14.2,1.5
NGC6516,NGC6516,Galaxy,17.92133,62.6699,15.7,0.7
NGC6517,NGC6517,Globular Cluster,18.03066,-8.9595,11.1,4.8
NGC6518,NGC6518,Galaxy,17.99548,28.8667,14.9,0.8
NGC6519,NGC6519,Double Star,18.05559,-29.8042,,
NGC6520,NGC6520,Open Cluster,18.05671,-27.8861,7.6,5.4
NGC6521,NGC6521,Galaxy,17.93012,62.6123,13.9,1.6
NGC6522,NGC6522,Globular Cluster,18.05946,-30.0340,9.5,3.9
NGC6524,NGC6524,Galaxy,17.98742,45.8871,13.9,1.6
NGC6525,NGC6525,Open Cluster,18.03465,11.0383,,5.4
NGC6526,NGC6526,Nebula,18.06837,-24.4419,,40.0
NGC6527,NGC6527,Galaxy,18.02954,19.7287,14.9,1.5
NGC6528,NGC6528,Globular Cluster,18.08045,-30.0558,10.7,3.6
NGC6529,NGC6529,Star Association,18.09135,-36.2954,,
NGC6530,NGC6530,Cluster + Nebula,18.07529,-24.3581,4.6,6.0
NGC6532,NGC6532,Galaxy,17.98721,56.2318,14.9,1.7
NGC6534,NGC6534,Galaxy,17.93571,64.2837,15.4,0.9
NGC6535,NGC6535,Globular Cluster,18.06408,-0.2969,9.8,3.6
NGC6536,NGC6536,Galaxy,17.95454,64.9381,14.2,1.1
NGC6537,Red Spider Nebula,Planetary Nebula,18.08697,-19.8430,11.6,0.2
NGC6538,NGC6538,Galaxy,17.90461,73.4239,14.1,0.9
NGC6539,NGC6539,Globular Cluster,18.08049,-7.5859,,6.0
NGC6540,NGC6540,Globular Cluster,18.10221,-27.7628,,4.1
NGC6541,NGC6541,Globular Cluster,18.13398,-43.7159,7.3,7.5
NGC6542,NGC6542,Galaxy,17.99406,61.3594,13.9,1.4
NGC6543,Cat's Eye Nebula,Planetary Nebula,17.97594,66.6332,9.0,0.9
NGC6544,NGC6544,Globular Cluster,18.12222,-24.9984,9.9,6.0
NGC6545,NGC6545,Galaxy,18.20410,-63.7761,14.2,1.1
NGC6546,NGC6546,Open Cluster,18.12293,-23.2962,8.0,6.9
NGC6547,NGC6547,Galaxy,18.08612,25.2326,14.2,1.6
NGC6548,NGC6548,Galaxy,18.09979,18.5872,11.7,2.6
NGC6549,NGC6549,Galaxy,18.09708,18.5380,14.7,1.2
NGC6551,NGC6551,Other,18.14991,-29.5577,,
NGC6552,NGC6552,Galaxy,18.00201,66.6151,14.6,1.1
NGC6553,NGC6553,Globular Cluster,18.15486,-25.9079,9.1,5.4
NGC6554,NGC6554,Open Cluster,18.15666,-18.3787,,8.7
NGC6555,NGC6555,Galaxy,18.13032,17.6049,12.4,2.0
NGC6556,NGC6556,Star Association,18.16600,-27.5248,,
NGC6557,NGC6557,Galaxy,18.35689,-76.5830,14.0,1.4
NGC6558,NGC6558,Globular Cluster,18.17177,-31.7635,11.3,5.4
NGC6559,NGC6559,Nebula,18.16579,-24.1064,,15.0
NGC6560,NGC6560,Galaxy,18.08722,46.8816,13.6,1.1
NGC6561,NGC6561,Open Cluster,18.17524,-16.7257,,6.0
NGC6562,NGC6562,Galaxy,18.08359,56.2631,14.7,1.0
NGC6563,NGC6563,Planetary Nebula,18.20069,-33.8683,11.0,0.8
NGC6564,NGC6564,Other,18.15066,17.3946,,
NGC6565,NGC6565,Planetary Nebula,18.19794,-28.1783,11.6,0.2
NGC6566,NGC6566,Galaxy,18.11685,52.2601,15.5,0.7
NGC6567,NGC6567,Planetary Nebula,18.22922,-19.0758,11.0,0.1
NGC6568,NGC6568,Open Cluster,18.21229,-21.6280,8.6,7.8
NGC6569,NGC6569,Globular Cluster,18.22741,-31.8277,9.5,4.5
NGC6570,NGC6570,Galaxy,18.18536,14.0931,12.7,1.6
NGC6571,NGC6571,Galaxy,18.18038,21.2385,15.2,0.8
NGC6572,NGC6572,Planetary Nebula,18.20172,6.8537,8.1,0.2
NGC6573,NGC6573,Star Association,18.23972,-22.1744,,3.2
NGC6574,NGC6574,Galaxy,18.19756,14.9818,12.0,1.6
NGC6575,NGC6575,Galaxy,18.18264,31.1162,14.3,1.5
NGC6576,NGC6576,Galaxy,18.19667,21.4283,15.7,0.8
NGC6577,NGC6577,Galaxy,18.20034,21.4634,12.7,1.2
NGC6578,NGC6578,Planetary Nebula,18.27125,-20.4509,12.9,0.1
NGC6579,NGC6579,Galaxy,18.20884,21.4207,14.3,1.1
NGC6580,NGC6580,Galaxy,18.20936,21.4261,13.9,1.4
NGC6581,NGC6581,Galaxy,18.20512,25.6624,15.3,0.6
NGC6582,NGC6582,Galaxy Pair,18.18431,49.9106,,1.4
NGC6583,NGC6583,Open Cluster,18.26359,-22.1376,10.0,3.6
NGC6584,NGC6584,Globular Cluster,18.31046,-52.2152,8.2,5.1
NGC6585,NGC6585,Galaxy,18.20605,39.6330,13.5,2.0
NGC6586,NGC6586,Galaxy,18.22736,21.0901,14.5,1.1
NGC6587,NGC6587,Galaxy,18.23080,18.8252,13.7,1.8
NGC6588,NGC6588,Other,18.34968,-63.8100,,5.4
NGC6589,NGC6589,Nebula,18.28205,-19.7771,10.5,4.0
NGC6590,NGC6590,Reflection Nebula,18.28472,-19.8661,9.8,4.0
NGC6591,NGC6591,Galaxy,18.23442,21.0639,16.4,0.5
NGC6592,NGC6592,Galaxy,18.16408,61.4220,15.1,0.8
NGC6593,NGC6593,Galaxy,18.23432,22.2839,15.1,0.8
NGC6594,NGC6594,Galaxy,18.16820,61.1335,15.3,0.9
NGC6596,NGC6596,Open Cluster,18.29270,-16.6504,,6.6
NGC6597,NGC6597,Galaxy,18.18707,61.1807,15.4,0.9
NGC6598,NGC6598,Galaxy,18.14889,69.0679,14.1,1.2
NGC6599,NGC6599,Galaxy,18.26194,24.9124,12.8,1.2
NGC6601,NGC6601,Galaxy,18.19565,61.4533,15.5,0.8
NGC6602,NGC6602,Galaxy,18.27619,25.0440,14.6,0.8
NGC6603,NGC6603,Open Cluster,18.30749,-18.4061,11.1,4.2
NGC6604,NGC6604,Open Cluster,18.30082,-12.2431,6.5,9.6
NGC6605,NGC6605,Open Cluster,18.27269,-15.0152,6.0,6.3
NGC6606,NGC6606,Galaxy,18.24489,43.2686,14.4,0.9
NGC6607,NGC6607,Galaxy,18.20409,61.3329,15.6,0.6
NGC6608,NGC6608,Galaxy,18.20802,61.2982,16.6,0.9
NGC6609,NGC6609,Galaxy,18.20932,61.3319,15.2,0.8
NGC6612,NGC6612,Galaxy,18.26968,36.0786,15.5,1.0
NGC6614,NGC6614,Galaxy,18.41867,-63.2484,13.8,1.6
NGC6615,NGC6615,Galaxy,18.30930,13.2650,14.5,1.4
NGC6616,NGC6616,Galaxy,18.29474,22.2384,15.1,1.4
NGC6617,NGC6617,Galaxy,18.23403,61.3196,15.6,0.9
NGC6619,NGC6619,Galaxy,18.31543,23.6556,14.3,1.4
NGC6620,NGC6620,Planetary Nebula,18.38171,-26.8217,12.7,0.1
NGC6621,NGC6621,Galaxy,18.21536,68.3634,13.4,2.1
NGC6622,NGC6622,Galaxy,18.21661,68.3539,14.1,1.0
NGC6623,NGC6623,Galaxy Pair,18.32858,23.7056,,1.3
NGC6624,NGC6624,Globular Cluster,18.39460,-30.3613,,3.3
NGC6625,NGC6625,Open Cluster,18.37981,-11.9550,9.0,6.0
NGC6627,NGC6627,Galaxy,18.37748,15.6980,13.3,1.1
NGC6628,NGC6628,Galaxy,18.37275,23.4786,14.7,1.5
NGC6629,NGC6629,Planetary Nebula,18.42846,-23.2029,11.3,0.3
NGC6630,NGC6630,Galaxy,18.54309,-63.2933,13.9,0.8
NGC6631,NGC6631,Open Cluster,18.45316,-12.0312,11.7,5.7
NGC6632,NGC6632,Galaxy,18.41753,27.5353,12.2,2.4
NGC6633,NGC6633,Open Cluster,18.45423,6.5082,4.6,12.0
NGC6635,NGC6635,Galaxy,18.46031,14.8191,13.4,1.1
NGC6636,NGC6636,Galaxy Pair,18.36764,66.6202,,2.2
NGC6638,NGC6638,Globular Cluster,18.51562,-25.4964,9.7,4.2
NGC6639,NGC6639,Open Cluster,18.51647,-13.1558,,6.0
NGC6640,NGC6640,Galaxy,18.46896,34.3027,14.2,0.8
NGC6641,NGC6641,Galaxy,18.48260,22.9030,14.2,0.9
NGC6642,NGC6642,Globular Cluster,18.53173,-23.4761,10.2,3.9
NGC6643,NGC6643,Galaxy,18.32956,74.5684,11.1,3.3
NGC6644,NGC6644,Planetary Nebula,18.54298,-25.1294,10.7,0.0
NGC6645,NGC6645,Open Cluster,18.54386,-16.8839,8.5,5.4
NGC6646,NGC6646,Galaxy,18.49409,39.8651,12.6,1.5
NGC6647,NGC6647,Open Cluster,18.54704,-17.2287,8.0,3.6
NGC6648,NGC6648,Other,18.42717,64.9762,,
NGC6649,NGC6649,Open Cluster,18.55777,-10.4028,8.9,5.6
NGC6650,NGC6650,Galaxy,18.42444,68.0058,14.6,0.7
NGC6651,NGC6651,Galaxy,18.40547,71.6019,13.6,1.3
NGC6652,NGC6652,Globular Cluster,18.59604,-32.9903,9.8,5.1
NGC6653,NGC6653,Galaxy,18.74399,-73.2634,13.4,1.6
NGC6654,NGC6654,Galaxy,18.40210,73.1832,11.8,2.9
NGC6654A,NGC6654A,Galaxy,18.65693,73.5797,13.5,2.1
NGC6655,NGC6655,Double Star,18.57525,-5.9209,,
NGC6657,NGC6657,Galaxy,18.55041,34.0605,14.2,0.8
NGC6658,NGC6658,Galaxy,18.56546,22.8883,11.8,1.5
NGC6659,NGC6659,Open Cluster,18.56665,23.5949,,5.4
NGC6660,NGC6660,Galaxy,18.57685,22.9097,12.4,1.9
NGC6662,NGC6662,Galaxy,18.56977,32.0646,14.8,1.6
NGC6663,NGC6663,Galaxy,18.55936,40.0489,14.8,0.9
NGC6664,NGC6664,Open Cluster,18.60926,-8.2208,7.8,6.0
NGC6665,NGC6665,Galaxy,18.57500,30.7206,14.5,0.9
NGC6666,NGC6666,Other,18.57915,33.5876,,
NGC6667,NGC6667,Galaxy,18.51105,67.9870,12.6,1.9
NGC6669,NGC6669,Other,18.62086,22.1957,,
NGC6670,NGC6670,Galaxy Triplet,18.55985,59.8888,,1.2
NGC6670A,NGC6670A,Galaxy,18.56048,59.8897,15.3,0.7
NGC6670B,NGC6670B,Galaxy,18.55947,59.8882,16.0,0.8
NGC6671,NGC6671,Galaxy,18.62393,26.4172,13.7,1.4
NGC6672,NGC6672,Double Star,18.60400,42.9476,,
NGC6673,NGC6673,Galaxy,18.75176,-62.2972,11.7,2.6
NGC6674,NGC6674,Galaxy,18.64274,25.3751,12.1,4.0
NGC6675,NGC6675,Galaxy,18.62402,40.0577,13.3,1.3
NGC6676,NGC6676,Galaxy,18.55277,66.9591,15.2,1.5
NGC6677,NGC6677,Galaxy,18.56004,67.1107,13.9,0.8
NGC6679,NGC6679,Galaxy,18.55847,67.1373,13.6,0.6
NGC6680,NGC6680,Galaxy,18.66221,22.3164,15.4,0.6
NGC6682,NGC6682,Open Cluster,18.66038,-4.8137,,4.5
NGC6683,NGC6683,Open Cluster,18.70388,-6.2123,9.4,3.0
NGC6684,NGC6684,Galaxy,18.81608,-65.1734,10.5,4.2
NGC6684A,NGC6684A,Galaxy,18.87300,-64.8315,13.2,1.9
NGC6685,NGC6685,Galaxy,18.66629,39.9818,14.6,0.9
NGC6686,NGC6686,Galaxy,18.66862,40.1376,14.8,0.6
NGC6687,NGC6687,Galaxy,18.62281,59.6430,14.8,1.2
NGC6688,NGC6688,Galaxy,18.67781,36.2896,13.8,1.6
NGC6689,NGC6689,Galaxy,18.58063,70.5239,12.3,3.3
NGC6691,NGC6691,Galaxy,18.65340,55.6418,12.9,1.5
NGC6692,NGC6692,Galaxy Pair,18.69486,34.8436,14.3,1.1
NGC6695,NGC6695,Galaxy,18.71187,40.3669,13.5,1.2
NGC6696,NGC6696,Galaxy,18.66807,59.3340,16.0,0.9
NGC6697,NGC6697,Galaxy,18.75416,25.5126,14.5,1.2
NGC6698,NGC6698,Open Cluster,18.80139,-25.4772,,5.0
NGC6699,NGC6699,Galaxy,18.86723,-57.3208,12.2,1.7
NGC6700,NGC6700,Galaxy,18.76789,32.2796,14.1,1.5
NGC6701,NGC6701,Galaxy,18.72013,60.6533,12.8,1.4
NGC6702,NGC6702,Galaxy,18.78266,45.7057,12.2,1.6
NGC6703,NGC6703,Galaxy,18.78856,45.5506,11.4,2.4
NGC6704,NGC6704,Open Cluster,18.84605,-5.2054,9.2,3.3
NGC6706,NGC6706,Galaxy,18.94751,-63.1662,14.0,1.7
NGC6707,NGC6707,Galaxy,18.92279,-53.8184,12.6,2.6
NGC6708,NGC6708,Galaxy,18.92657,-53.7234,12.9,1.2
NGC6709,NGC6709,Open Cluster,18.85526,10.3187,6.7,8.7
NGC6710,NGC6710,Galaxy,18.84282,26.8384,13.1,1.7
NGC6711,NGC6711,Galaxy,18.81691,47.6581,12.9,1.0
NGC6712,NGC6712,Globular Cluster,18.88469,-8.7055,8.7,5.7
NGC6713,NGC6713,Galaxy,18.84571,33.9598,14.2,0.5
NGC6714,NGC6714,Star Association,18.78056,66.7450,,
NGC6716,NGC6716,Open Cluster,18.90955,-19.9011,7.5,7.2
NGC6717,NGC6717,Globular Cluster,18.91834,-22.7016,10.3,3.9
NGC6718,NGC6718,Galaxy,19.02462,-66.1102,14.2,1.5
NGC6719,NGC6719,Galaxy,19.05208,-68.5884,13.5,1.7
NGC6721,NGC6721,Galaxy,19.01411,-57.7594,12.0,1.9
NGC6722,NGC6722,Galaxy,19.06121,-64.8945,13.6,2.9
NGC6723,NGC6723,Globular Cluster,18.99254,-36.6315,,9.3
NGC6724,NGC6724,Open Cluster,18.94636,10.4286,,3.2
NGC6725,NGC6725,Galaxy,19.03239,-53.8631,12.4,2.6
NGC6726,NGC6726,Reflection Nebula,19.02758,-36.8913,,9.0
NGC6727,NGC6727,Reflection Nebula,19.02841,-36.8762,,80.0
NGC6728,NGC6728,Open Cluster,18.97918,-8.9660,,4.5
NGC6729,NGC6729,Nebula,19.03206,-36.9576,,25.0
NGC6730,NGC6730,Galaxy,19.12601,-68.9128,12.1,2.2
NGC6731,NGC6731,Double Star,18.95374,43.0768,,
NGC6732,NGC6732,Galaxy,18.94001,52.3776,14.4,0.9
NGC6733,NGC6733,Galaxy,19.10295,-62.1969,13.4,2.0
NGC6734,NGC6734,Galaxy,19.12065,-65.4619,13.8,1.4
NGC6735,NGC6735,Open Cluster,19.01038,-0.4754,,5.1
NGC6736,NGC6736,Galaxy,19.12479,-65.4286,14.3,1.1
NGC6737,NGC6737,Open Cluster,19.03819,-18.5470,,6.6
NGC6738,NGC6738,Star Association,19.02266,11.6156,8.3,5.4
NGC6739,NGC6739,Galaxy,19.13021,-61.3681,12.1,2.6
NGC6740,NGC6740,Galaxy,19.01403,28.7712,15.5,1.1
NGC6741,Phantom Streak Nebula,Planetary Nebula,19.04361,-0.4494,11.5,0.1
NGC6742,NGC6742,Planetary Nebula,18.98886,48.4653,13.4,0.6
NGC6743,NGC6743,Open Cluster,19.02241,29.2775,8.2,6.9
NGC6744,NGC6744,Galaxy,19.16281,-63.8575,9.2,15.7
NGC6744A,NGC6744A,Galaxy,19.14549,-63.7305,15.2,1.6
NGC6745,NGC6745,Galaxy Triplet,19.02825,40.7531,,2.3
NGC6746,NGC6746,Galaxy,19.17278,-61.9702,13.7,1.6
NGC6747,NGC6747,Galaxy,18.92268,72.7715,15.0,0.7
NGC6749,NGC6749,Globular Cluster,19.08767,1.9006,12.4,5.1
NGC6750,NGC6750,Galaxy,19.01003,59.1668,13.6,1.1
NGC6751,NGC6751,Planetary Nebula,19.09876,-5.9923,11.9,0.3
NGC6752,NGC6752,Globular Cluster,19.18105,-59.9819,6.3,13.2
NGC6753,NGC6753,Galaxy,19.18990,-57.0496,11.0,3.0
NGC6754,NGC6754,Galaxy,19.19048,-50.6418,12.2,2.0
NGC6755,NGC6755,Open Cluster,19.13029,4.2664,7.5,6.0
NGC6756,NGC6756,Open Cluster,19.14516,4.7058,10.6,3.6
NGC6757,NGC6757,Galaxy,19.08427,55.7152,13.9,1.7
NGC6758,NGC6758,Galaxy,19.23121,-56.3099,11.4,2.8
NGC6759,NGC6759,Galaxy,19.11579,50.3442,15.1,1.0
NGC6760,NGC6760,Globular Cluster,19.18668,1.0305,9.8,5.4
NGC6761,NGC6761,Galaxy,19.25133,-50.6568,13.4,1.6
NGC6762,NGC6762,Galaxy,19.09363,63.9340,14.1,1.6
NGC6764,NGC6764,Galaxy,19.13788,50.9332,13.6,2.5
NGC6765,NGC6765,Planetary Nebula,19.18514,30.5456,12.9,0.7
NGC6767,NGC6767,Double Star,19.19275,37.7254,,
NGC6768,NGC6768,Galaxy,19.27572,-40.2092,13.7,1.3
NGC6769,NGC6769,Galaxy,19.30630,-60.5011,11.8,2.9
NGC6770,NGC6770,Galaxy,19.31037,-60.4965,11.9,2.4
NGC6771,NGC6771,Galaxy,19.31097,-60.5460,12.5,2.4
NGC6772,NGC6772,Planetary Nebula,19.24342,-2.7068,12.7,1.1
NGC6773,NGC6773,Open Cluster,19.25235,4.8566,,
NGC6774,NGC6774,Open Cluster,19.27119,-16.2607,,30.0
NGC6775,NGC6775,Open Cluster,19.27857,-0.9334,,4.8
NGC6776,NGC6776,Galaxy,19.42199,-63.8602,12.1,2.0
NGC6776A,NGC6776A,Galaxy,19.41816,-63.6834,14.9,1.4
NGC6778,NGC6778,Planetary Nebula,19.30690,-1.5964,12.3,0.3
NGC6780,NGC6780,Galaxy,19.38080,-55.7758,12.7,2.0
NGC6781,NGC6781,Planetary Nebula,19.30785,6.5397,11.4,1.8
NGC6782,NGC6782,Galaxy,19.39942,-59.9225,12.0,2.5
NGC6783,NGC6783,Galaxy,19.27989,46.0172,15.2,0.7
NGC6784,NGC6784,Galaxy,19.44333,-65.6177,14.8,1.0
NGC6784A,NGC6784A,Galaxy,19.44199,-65.6261,15.0,0.9
NGC6786,NGC6786,Galaxy,19.18164,73.4102,13.8,0.8
NGC6787,NGC6787,Galaxy,19.26961,60.4175,14.9,0.8
NGC6788,NGC6788,Galaxy,19.44715,-54.9513,12.1,3.2
NGC6789,NGC6789,Galaxy,19.27838,63.9715,13.5,1.0
NGC6790,NGC6790,Planetary Nebula,19.38247,1.5133,10.5,0.1
NGC6791,NGC6791,Open Cluster,19.34812,37.7719,9.5,6.3
NGC6792,NGC6792,Galaxy,19.34928,43.1325,13.3,2.1
NGC6793,NGC6793,Open Cluster,19.38733,22.1410,,8.1
NGC6794,NGC6794,Galaxy,19.46774,-38.9187,12.9,1.5
NGC6795,NGC6795,Open Cluster,19.43945,3.5144,,
NGC6796,NGC6796,Galaxy,19.35858,61.1449,12.7,1.7
NGC6797,NGC6797,Other,19.48354,-25.6666,,
NGC6798,NGC6798,Galaxy,19.40088,53.6248,14.4,1.8
NGC6799,NGC6799,Galaxy,19.53793,-55.9079,13.5,1.8
NGC6800,NGC6800,Open Cluster,19.45213,25.1405,,6.0
NGC6801,NGC6801,Galaxy,19.45995,54.3729,14.7,1.4
NGC6802,NGC6802,Open Cluster,19.50973,20.2610,8.8,4.5
NGC6803,NGC6803,Planetary Nebula,19.52124,10.0560,11.4,0.1
NGC6804,NGC6804,Planetary Nebula,19.52650,9.2252,12.0,0.6
NGC6805,NGC6805,Galaxy,19.61270,-37.5544,14.3,1.2
NGC6806,NGC6806,Galaxy,19.61807,-42.2963,13.2,1.2
NGC6807,NGC6807,Planetary Nebula,19.57597,5.6842,12.0,0.0
NGC6808,NGC6808,Galaxy,19.73167,-70.6334,12.9,0.8
NGC6810,NGC6810,Galaxy,19.72618,-58.6556,11.4,3.8
NGC6811,NGC6811,Open Cluster,19.62164,46.3888,6.8,7.2
NGC6812,NGC6812,Galaxy,19.75673,-55.3468,13.6,1.8
NGC6813,NGC6813,Planetary Nebula,19.67290,27.3096,,3.0
NGC6814,NGC6814,Galaxy,19.71129,-10.3235,11.3,3.1
NGC6815,NGC6815,Star Association,19.67898,26.7590,,
NGC6816,NGC6816,Galaxy,19.73395,-28.4008,12.9,1.7
NGC6817,NGC6817,Galaxy Pair,19.62289,62.3831,,0.9
NGC6818,Little Gem Nebula,Planetary Nebula,19.73270,-14.1532,9.3,0.8
NGC6819,Foxhead Cluster,Open Cluster,19.68836,40.1867,7.3,6.9
NGC6820,NGC6820,Nebula,19.70778,23.0881,15.0,0.5
NGC6821,NGC6821,Galaxy,19.74002,-6.8334,13.1,1.0
NGC6822,Barnard's Galaxy,Galaxy,19.74937,-14.8034,10.1,17.4
NGC6823,NGC6823,Cluster + Nebula,19.71941,23.2999,7.1,6.0
NGC6824,NGC6824,Galaxy,19.72797,56.1095,11.8,1.9
NGC6825,NGC6825,Galaxy Pair,19.69856,64.0731,15.3,0.7
NGC6826,Blinking Planetary,Planetary Nebula,19.74670,50.5250,9.4,0.4
NGC6827,NGC6827,Open Cluster,19.81484,21.2151,,2.1
NGC6828,NGC6828,Open Cluster,19.83822,7.9026,,6.0
NGC6829,NGC6829,Galaxy,19.78543,59.9071,14.9,1.5
