id,name,type,ra_hours,dec_deg,mag,size_arcmin
NGC6019,NGC6019,Galaxy,15.86921,64.8407,15.7,0.4
NGC6020,NGC6020,Galaxy,15.95226,22.4046,12.7,1.7
NGC6021,NGC6021,Galaxy,15.95852,15.9561,13.0,1.6
NGC6022,NGC6022,Galaxy,15.96327,16.2823,14.7,0.8
NGC6023,NGC6023,Galaxy,15.96378,16.3102,13.1,1.6
NGC6024,NGC6024,Galaxy,15.88552,64.9181,15.0,1.0
NGC6025,NGC6025,Open Cluster,16.05494,-60.4314,5.1,11.4
NGC6026,NGC6026,Planetary Nebula,16.02248,-34.5442,12.9,0.7
NGC6027,NGC6027,Galaxy,15.98682,20.7634,15.3,1.6
NGC6027A,NGC6027A,Galaxy,15.98643,20.7549,14.8,1.8
NGC6027B,NGC6027B,Galaxy,15.98634,20.7622,15.2,0.9
NGC6027C,NGC6027C,Galaxy,15.98663,20.7476,16.6,1.1
NGC6027D,NGC6027D,Galaxy,15.98692,20.7599,16.4,0.3
NGC6027E,NGC6027E,Galaxy,15.98736,20.7659,14.4,2.3
NGC6028,NGC6028,Galaxy,16.02471,19.3599,13.5,1.3
NGC6029,NGC6029,Galaxy,16.03302,12.5740,15.8,0.8
NGC6030,NGC6030,Galaxy,16.03095,17.9575,12.9,1.3
NGC6031,NGC6031,Open Cluster,16.12649,-54.0149,8.5,4.8
NGC6032,NGC6032,Galaxy,16.05031,20.9559,13.6,0.8
NGC6033,NGC6033,Galaxy,16.07444,-2.1210,14.9,1.0
NGC6034,NGC6034,Galaxy,16.05891,17.1987,13.5,1.1
NGC6035,NGC6035,Galaxy,16.05672,20.8912,13.5,1.0
NGC6036,NGC6036,Galaxy,16.07521,3.8685,13.9,1.0
NGC6037,NGC6037,Galaxy,16.07497,3.8151,15.3,0.8
NGC6038,NGC6038,Galaxy,16.04460,37.3595,14.3,1.2
NGC6039,NGC6039,Galaxy,16.07766,17.7009,14.1,1.0
NGC6040,NGC6040,Galaxy Pair,16.07406,17.7451,14.6,1.4
NGC6041,NGC6041,Galaxy Pair,16.07647,17.7192,14.9,1.5
NGC6043,NGC6043,Galaxy Pair,16.08367,17.7739,15.4,0.7
NGC6044,NGC6044,Galaxy,16.08324,17.8704,14.3,0.7
NGC6045,NGC6045,Galaxy,16.08553,17.7577,14.0,1.4
NGC6047,NGC6047,Galaxy,16.08583,17.7299,13.5,1.2
NGC6048,NGC6048,Galaxy,15.95840,70.6891,13.5,1.9
NGC6049,NGC6049,Star,16.09387,8.0963,6.3,
NGC6050,NGC6050,Galaxy,16.08982,17.7572,14.7,0.9
NGC6050B,NGC6050B,Galaxy,16.08951,17.7542,15.4,0.6
NGC6051,NGC6051,Galaxy,16.08241,23.9327,13.0,2.7
NGC6052,NGC6052,Galaxy Pair,16.08694,20.5424,,1.2
NGC6054,NGC6054,Galaxy,16.09393,17.7679,14.2,0.8
NGC6055,NGC6055,Galaxy,16.09435,18.1644,14.6,0.7
NGC6056,NGC6056,Galaxy,16.09202,17.9636,13.9,1.0
NGC6057,NGC6057,Galaxy,16.09238,18.1596,13.8,1.2
NGC6058,NGC6058,Planetary Nebula,16.07404,40.6831,12.9,0.4
NGC6059,NGC6059,Double Star,16.11333,-6.3931,,
NGC6060,NGC6060,Galaxy,16.09777,21.4850,14.1,1.9
NGC6061,NGC6061,Galaxy,16.10445,18.2499,13.6,1.1
NGC6062,NGC6062,Galaxy,16.10634,19.7780,13.7,1.2
NGC6062B,NGC6062B,Galaxy,16.10527,19.7632,16.2,0.5
NGC6063,NGC6063,Galaxy,16.12027,7.9790,13.9,1.6
NGC6065,NGC6065,Galaxy,16.12304,13.8879,14.9,1.0
NGC6066,NGC6066,Galaxy,16.12649,13.9437,15.1,1.0
NGC6067,NGC6067,Open Cluster,16.21974,-54.2189,5.6,8.1
NGC6068,NGC6068,Galaxy,15.92389,78.9968,12.3,1.3
NGC6068A,NGC6068A,Galaxy,15.91320,78.9851,14.1,0.9
NGC6069,NGC6069,Galaxy,16.12823,38.9307,15.1,1.1
NGC6070,NGC6070,Galaxy,16.16630,0.7093,11.8,3.5
NGC6071,NGC6071,Galaxy,16.03529,70.4170,14.7,0.8
NGC6072,NGC6072,Planetary Nebula,16.21617,-36.2300,11.7,1.2
NGC6073,NGC6073,Galaxy,16.16968,16.6996,13.6,1.3
NGC6074,NGC6074,Galaxy Pair,16.18806,14.2569,,0.8
NGC6075,NGC6075,Galaxy,16.18961,23.9650,14.9,1.0
NGC6076,NGC6076,Galaxy Pair,16.18706,26.8725,,0.8
NGC6077,NGC6077,Galaxy,16.18726,26.9234,14.8,1.2
NGC6078,NGC6078,Galaxy,16.20151,14.2088,14.4,0.9
NGC6079,NGC6079,Galaxy,16.07478,69.6658,13.9,1.4
NGC6080,NGC6080,Galaxy Pair,16.21639,2.1792,,1.3
NGC6081,NGC6081,Galaxy,16.21579,9.8671,14.3,1.6
NGC6082,NGC6082,Other,16.25766,-34.2328,,
NGC6083,NGC6083,Galaxy,16.22018,14.1854,15.4,0.8
NGC6084,NGC6084,Galaxy,16.23798,17.7574,13.9,1.2
NGC6085,NGC6085,Galaxy,16.20978,29.3651,14.5,1.3
NGC6086,NGC6086,Galaxy,16.20987,29.4848,12.8,1.9
NGC6087,S Nor Cluster,Open Cluster,16.31405,-57.9346,5.4,10.2
NGC6088,NGC6088,Galaxy Pair,16.17875,57.4642,,1.1
NGC6089,NGC6089,Galaxy Pair,16.21131,33.0364,,1.1
NGC6090,NGC6090,Galaxy Pair,16.19464,52.4567,,0.8
NGC6091,NGC6091,Galaxy,16.13139,69.9048,14.8,0.9
NGC6092,NGC6092,Double Star,16.23461,28.1256,,
NGC6094,NGC6094,Galaxy,16.10942,72.4944,14.4,1.9
NGC6095,NGC6095,Galaxy,16.18638,61.2680,12.7,1.9
NGC6096,NGC6096,Galaxy,16.24631,26.5588,15.4,1.0
NGC6097,NGC6097,Galaxy,16.24060,35.1092,14.7,1.1
NGC6098,NGC6098,Galaxy,16.25949,19.4620,14.4,1.6
NGC6099,NGC6099,Galaxy,16.25988,19.4534,14.9,1.4
NGC6100,NGC6100,Galaxy,16.28121,0.8413,14.6,1.4
NGC6101,NGC6101,Globular Cluster,16.43016,-72.2016,10.1,4.5
NGC6102,NGC6102,Galaxy,16.26026,28.1586,15.3,0.8
NGC6103,NGC6103,Galaxy,16.26239,31.9639,14.4,0.7
NGC6104,NGC6104,Galaxy,16.27519,35.7081,13.6,0.9
NGC6105,NGC6105,Galaxy,16.28592,34.8789,15.5,0.7
NGC6106,NGC6106,Galaxy,16.31310,7.4109,12.2,2.2
NGC6107,NGC6107,Galaxy,16.28893,34.9019,13.8,1.6
NGC6108,NGC6108,Galaxy,16.29045,35.1357,15.1,0.9
NGC6109,NGC6109,Galaxy,16.29459,35.0043,12.8,1.0
NGC6110,NGC6110,Galaxy,16.29555,35.0870,15.6,0.7
NGC6111,NGC6111,Galaxy Pair,16.23967,63.2611,15.2,0.8
NGC6112,NGC6112,Galaxy,16.30016,35.1103,14.9,0.8
NGC6113,NGC6113,Galaxy,16.31959,14.1336,14.6,1.2
NGC6114,NGC6114,Galaxy,16.30656,35.1743,15.1,0.9
NGC6115,NGC6115,Open Cluster,16.40733,-51.9482,9.8,4.5
NGC6116,NGC6116,Galaxy,16.31517,35.1540,15.1,0.9
NGC6117,NGC6117,Galaxy,16.32171,37.0952,14.6,1.1
NGC6118,NGC6118,Galaxy,16.36351,-2.2834,11.7,4.5
NGC6119,NGC6119,Galaxy,16.32832,37.8063,15.4,0.6
NGC6120,NGC6120,Galaxy,16.33003,37.7745,14.3,0.5
NGC6122,NGC6122,Galaxy,16.33598,37.7982,15.5,1.1
NGC6123,NGC6123,Galaxy,16.28882,61.9391,14.4,0.9
NGC6124,NGC6124,Open Cluster,16.42224,-40.6537,5.8,13.5
NGC6125,NGC6125,Galaxy,16.31987,57.9842,12.0,1.4
NGC6126,NGC6126,Galaxy,16.35776,36.3766,13.6,0.9
NGC6129,NGC6129,Galaxy,16.36202,37.9960,14.7,0.9
NGC6130,NGC6130,Galaxy,16.32596,57.6150,14.2,1.2
NGC6131,NGC6131,Galaxy,16.36451,38.9324,13.3,1.1
NGC6132,NGC6132,Galaxy,16.39412,11.7862,14.7,1.3
NGC6133,NGC6133,Other,16.33811,56.6524,,
NGC6134,NGC6134,Open Cluster,16.46292,-49.1512,7.2,6.9
NGC6135,NGC6135,Galaxy,16.24024,64.9827,14.7,1.0
NGC6136,NGC6136,Galaxy,16.34984,55.9705,15.4,0.9
NGC6137,NGC6137,Galaxy,16.38419,37.9224,12.4,1.8
NGC6139,NGC6139,Globular Cluster,16.46125,-38.8498,9.7,4.5
NGC6140,NGC6140,Galaxy,16.34949,65.3906,11.7,2.1
NGC6141,NGC6141,Galaxy,16.38511,40.8583,15.6,0.4
NGC6142,NGC6142,Galaxy,16.38919,37.2584,14.7,1.5
NGC6143,NGC6143,Galaxy,16.36175,55.0861,13.9,1.1
NGC6144,NGC6144,Globular Cluster,16.45393,-26.0247,9.6,5.4
NGC6145,NGC6145,Galaxy,16.41732,40.9466,14.9,1.0
NGC6146,NGC6146,Galaxy,16.41954,40.8929,12.5,1.7
NGC6147,NGC6147,Galaxy,16.41829,40.9288,15.4,0.6
NGC6148,NGC6148,Galaxy,16.45112,24.0933,16.8,0.4
NGC6149,NGC6149,Galaxy,16.45673,19.5972,14.6,1.2
NGC6150,NGC6150,Galaxy,16.43056,40.4886,14.5,1.6
NGC6151,NGC6151,Other,16.64006,-73.2524,,
NGC6152,NGC6152,Open Cluster,16.54601,-52.6440,8.1,6.6
NGC6153,NGC6153,Planetary Nebula,16.52518,-40.2534,10.9,0.4
NGC6154,NGC6154,Galaxy,16.42513,49.8403,13.9,1.4
NGC6155,NGC6155,Galaxy,16.43565,48.3668,13.1,1.3
NGC6156,NGC6156,Galaxy,16.58126,-60.6188,12.0,1.9
NGC6157,NGC6157,Galaxy,16.43011,55.3606,15.3,0.9
NGC6158,NGC6158,Galaxy,16.46136,39.3830,13.7,1.2
NGC6159,NGC6159,Galaxy,16.45701,42.6797,14.3,1.5
NGC6160,NGC6160,Galaxy,16.46142,40.9270,14.2,1.8
NGC6161,NGC6161,Galaxy,16.47240,32.8106,15.6,0.7
NGC6162,NGC6162,Galaxy,16.47288,32.8493,14.6,1.1
NGC6163,NGC6163,Galaxy,16.47442,32.8464,15.3,0.9
NGC6164,NGC6164,Nebula,16.56162,-48.0801,6.7,1.4
NGC6165,NGC6165,Nebula,16.56762,-48.1505,6.7,2.5
NGC6166,NGC6166,Galaxy,16.47736,39.5516,11.9,2.1
NGC6166B,NGC6166B,Galaxy,16.48145,39.5600,15.7,0.4
NGC6166C,NGC6166C,Galaxy,16.47314,39.5703,15.2,0.7
NGC6167,NGC6167,Open Cluster,16.57638,-49.7719,6.7,7.2
NGC6168,NGC6168,Galaxy,16.52258,20.1849,14.6,1.6
NGC6169,NGC6169,Open Cluster,16.56795,-44.0456,6.6,4.2
NGC6170,NGC6170,Galaxy,16.46014,59.5625,14.8,0.8
NGC6172,NGC6172,Galaxy,16.36953,-1.5149,14.2,0.9
NGC6173,NGC6173,Galaxy,16.49581,40.8116,12.1,2.0
NGC6174,NGC6174,Galaxy Pair,16.49658,40.8720,,0.9
NGC6175,NGC6175,Galaxy Pair,16.49942,40.6292,,1.5
NGC6177,NGC6177,Galaxy,16.51080,35.0564,14.6,1.6
NGC6178,NGC6178,Open Cluster,16.59646,-45.6437,7.2,6.9
NGC6179,NGC6179,Galaxy,16.51307,35.1022,16.0,0.4
NGC6180,NGC6180,Galaxy,16.50942,40.5394,14.7,1.1
NGC6181,NGC6181,Galaxy,16.53916,19.8266,11.8,2.4
NGC6182,NGC6182,Galaxy,16.49278,55.5178,14.5,1.5
NGC6183,NGC6183,Galaxy,16.69497,-69.3722,14.1,2.4
NGC6184,NGC6184,Galaxy,16.52626,40.5656,14.9,0.9
NGC6185,NGC6185,Galaxy,16.55495,35.3423,14.4,1.5
NGC6186,NGC6186,Galaxy,16.57374,21.5409,14.2,1.6
NGC6187,NGC6187,Galaxy,16.52686,57.7067,15.3,0.8
NGC6188,Rim Nebula,Nebula,16.66829,-48.6623,,20.0
NGC6189,NGC6189,Galaxy,16.52803,59.6261,13.2,1.5
NGC6190,NGC6190,Galaxy,16.53519,58.4390,13.1,1.4
NGC6191,NGC6191,Galaxy,16.19180,58.7858,14.8,1.3
NGC6192,NGC6192,Open Cluster,16.67330,-43.3668,8.5,7.5
NGC6193,NGC6193,Open Cluster,16.68895,-48.7625,,8.1
NGC6194,NGC6194,Galaxy,16.61032,36.2004,14.4,0.9
NGC6195,NGC6195,Galaxy,16.60905,39.0279,13.2,1.4
NGC6196,NGC6196,Galaxy,16.63164,36.0731,12.9,1.1
NGC6197,NGC6197,Galaxy,16.63330,35.9955,15.2,0.8
NGC6198,NGC6198,Galaxy,16.59185,57.4868,15.0,0.9
NGC6199,NGC6199,Star,16.65805,36.0590,15.0,
NGC6200,NGC6200,Open Cluster,16.73538,-47.4627,7.4,8.1
NGC6201,NGC6201,Galaxy,16.67067,23.7653,15.3,0.6
NGC6202,NGC6202,Galaxy,16.72312,61.9839,13.8,0.7
NGC6203,NGC6203,Galaxy,16.67428,23.7748,15.3,1.1
NGC6204,NGC6204,Open Cluster,16.76931,-47.0170,8.2,4.5
NGC6206,NGC6206,Galaxy,16.66886,58.6174,14.5,0.7
NGC6207,NGC6207,Galaxy,16.71771,36.8324,11.6,3.5
NGC6208,NGC6208,Open Cluster,16.82450,-53.7283,7.2,8.4
NGC6209,NGC6209,Galaxy,16.91602,-72.5866,13.2,2.1
NGC6210,NGC6210,Planetary Nebula,16.74153,23.7998,9.7,0.5
NGC6211,NGC6211,Galaxy,16.69101,57.7836,14.3,1.3
NGC6212,NGC6212,Galaxy,16.72309,39.8064,15.0,0.9
NGC6213,NGC6213,Galaxy,16.69366,57.8149,15.7,0.7
NGC6214,NGC6214,Galaxy,16.65887,66.0395,14.2,1.0
NGC6215,NGC6215,Galaxy,16.85189,-58.9935,11.2,2.6
NGC6215A,NGC6215A,Galaxy,16.88318,-58.9480,14.2,2.0
NGC6216,NGC6216,Open Cluster,16.82323,-44.7315,10.1,4.2
NGC6217,NGC6217,Galaxy,16.54422,78.1982,12.8,2.2
NGC6219,NGC6219,Galaxy,16.77292,9.0379,15.1,0.8
NGC6220,NGC6220,Galaxy,16.78702,-0.2755,15.2,1.5
NGC6221,NGC6221,Galaxy,16.87947,-59.2186,10.5,4.8
NGC6223,NGC6223,Galaxy,16.71786,61.5789,13.0,3.2
NGC6224,NGC6224,Galaxy,16.80515,6.3122,14.9,1.1
NGC6225,NGC6225,Galaxy,16.80599,6.2228,14.9,1.2
NGC6227,NGC6227,Star,16.85937,-41.2305,5.2,
NGC6228,NGC6228,Galaxy,16.80074,26.2136,15.3,0.9
NGC6229,NGC6229,Globular Cluster,16.78302,47.5278,9.9,4.8
NGC6230,NGC6230,Galaxy Pair,16.84575,4.6050,,1.7
NGC6231,NGC6231,Open Cluster,16.90303,-41.8243,2.6,13.8
NGC6232,NGC6232,Galaxy,16.72229,70.6325,13.4,1.5
NGC6233,NGC6233,Galaxy,16.83769,23.5798,14.6,1.5
NGC6234,NGC6234,Galaxy,16.86593,4.3835,15.3,0.7
NGC6235,NGC6235,Globular Cluster,16.89038,-22.1774,7.2,4.2
NGC6236,NGC6236,Galaxy,16.74296,70.7802,13.9,1.8
NGC6237,NGC6237,Other,16.73543,70.6348,,
NGC6238,NGC6238,Galaxy,16.78795,62.1470,14.5,0.7
NGC6239,NGC6239,Galaxy,16.83472,42.7397,12.4,2.3
NGC6240,NGC6240,Galaxy,16.88302,2.4009,13.3,2.2
NGC6241,NGC6241,Galaxy,16.83638,45.4206,14.8,0.5
NGC6242,NGC6242,Open Cluster,16.92596,-39.4609,6.4,6.6
NGC6243,NGC6243,Galaxy,16.87397,23.3326,14.8,1.2
NGC6244,NGC6244,Galaxy,16.80109,62.2004,14.2,1.5
NGC6245,NGC6245,Other,16.75624,70.8046,,
NGC6246,NGC6246,Galaxy,16.83131,55.5421,13.6,1.4
NGC6246A,NGC6246A,Galaxy,16.83722,55.3846,12.5,2.2
NGC6247,NGC6247,Galaxy,16.80562,62.9764,13.8,0.9
NGC6248,NGC6248,Galaxy,16.77277,70.3588,14.0,1.2
NGC6249,NGC6249,Open Cluster,16.96153,-44.8119,8.2,7.6
NGC6250,NGC6250,Cluster + Nebula,16.96557,-45.9366,5.9,9.6
NGC6251,NGC6251,Galaxy,16.54221,82.5379,14.0,1.7
NGC6252,NGC6252,Galaxy,16.54460,82.5768,15.3,0.8
NGC6253,NGC6253,Open Cluster,16.98476,-52.7088,10.2,6.0
NGC6255,NGC6255,Galaxy,16.91332,36.5011,12.9,3.1
NGC6256,NGC6256,Globular Cluster,16.99241,-37.1214,,4.2
NGC6257,NGC6257,Galaxy,16.93431,39.6455,15.6,0.9
NGC6258,NGC6258,Galaxy,16.87494,60.5145,14.5,0.9
NGC6259,NGC6259,Open Cluster,17.01261,-44.6550,8.0,6.0
NGC6260,NGC6260,Galaxy,16.86406,63.7146,14.7,0.9
NGC6261,NGC6261,Galaxy,16.94181,27.9775,15.2,1.1
NGC6262,NGC6262,Galaxy,16.97856,57.0984,14.6,0.8
NGC6263,NGC6263,Galaxy,16.94533,27.8221,14.7,1.1
NGC6264,NGC6264,Galaxy,16.95448,27.8496,15.4,0.8
NGC6265,NGC6265,Galaxy,16.95808,27.8442,15.2,0.9
NGC6267,NGC6267,Galaxy,16.96907,22.9851,13.9,1.3
NGC6268,NGC6268,Open Cluster,17.03622,-39.7282,9.5,6.0
NGC6269,NGC6269,Galaxy,16.96614,27.8543,12.3,1.8
NGC6270,NGC6270,Galaxy,16.97890,27.8591,15.6,0.7
NGC6271,NGC6271,Galaxy,16.98077,27.9646,15.7,0.7
NGC6272,NGC6272,Galaxy,16.98285,27.9309,15.5,0.6
NGC6274,NGC6274,Galaxy Pair,16.98914,29.9438,,1.2
NGC6275,NGC6275,Galaxy,16.92594,63.2422,17.4,0.8
NGC6276,NGC6276,Galaxy,17.01253,23.0440,15.1,0.6
NGC6277,NGC6277,Star,17.01358,23.0394,,
NGC6278,NGC6278,Galaxy,17.01398,23.0110,13.8,1.7
NGC6279,NGC6279,Galaxy,16.98373,47.2372,14.8,1.0
NGC6280,NGC6280,Galaxy Pair,17.03264,6.6658,15.5,0.7
NGC6281,NGC6281,Open Cluster,17.07814,-37.9852,5.4,10.2
NGC6282,NGC6282,Galaxy,17.01309,29.8206,15.2,0.7
NGC6283,NGC6283,Galaxy,16.99071,49.9220,13.6,1.1
NGC6284,NGC6284,Globular Cluster,17.07465,-24.7643,7.4,6.6
NGC6285,NGC6285,Galaxy,16.97334,58.9560,14.5,1.1
NGC6286,NGC6286,Galaxy,16.97538,58.9362,14.1,1.2
NGC6287,NGC6287,Globular Cluster,17.08593,-22.7080,10.3,5.4
NGC6288,NGC6288,Galaxy,16.95679,68.4570,15.2,0.7
NGC6289,NGC6289,Galaxy,16.96250,68.5147,15.4,1.1
NGC6290,NGC6290,Galaxy,17.01568,58.9705,13.6,1.0
NGC6291,NGC6291,Galaxy,17.01553,58.9376,14.8,0.6
NGC6292,NGC6292,Galaxy,17.05096,61.0439,14.3,1.3
NGC6293,NGC6293,Globular Cluster,17.16956,-26.5817,9.0,4.5
NGC6294,NGC6294,Double Star,17.17118,-26.5746,,
NGC6295,NGC6295,Galaxy,17.05426,60.3377,15.4,1.0
NGC6296,NGC6296,Galaxy,17.14569,3.8941,14.2,0.9
NGC6297,NGC6297,Galaxy,17.06015,62.0256,14.4,0.6
NGC6299,NGC6299,Galaxy,17.08456,62.4578,14.9,0.9
NGC6300,NGC6300,Galaxy,17.28319,-62.8206,10.3,5.3
NGC6301,NGC6301,Galaxy,17.14243,42.3391,14.5,1.8
NGC6302,Bug Nebula,Planetary Nebula,17.22906,-37.1031,9.6,0.7
NGC6303,NGC6303,Galaxy,17.08410,68.8276,15.0,1.5
NGC6304,NGC6304,Globular Cluster,17.24236,-29.4623,9.0,3.6
NGC6305,NGC6305,Galaxy,17.30026,-59.1721,12.2,1.7
NGC6306,NGC6306,Galaxy,17.12694,60.7289,13.9,1.3
NGC6307,NGC6307,Galaxy,17.12791,60.7508,13.6,1.4
NGC6308,NGC6308,Galaxy,17.19992,23.3799,14.2,1.2
NGC6309,Box Nebula,Planetary Nebula,17.23453,-12.9106,11.5,0.3
NGC6310,NGC6310,Galaxy,17.13263,60.9902,13.8,1.7
NGC6311,NGC6311,Galaxy,17.17877,41.6511,14.6,1.2
NGC6312,NGC6312,Galaxy,17.18004,42.2877,15.0,0.9
NGC6313,NGC6313,Galaxy,17.17244,48.3318,14.7,1.4
NGC6314,NGC6314,Galaxy,17.21075,23.2701,13.1,1.4
NGC6315,NGC6315,Galaxy,17.21282,23.2236,13.3,0.8
NGC6316,NGC6316,Globular Cluster,17.27706,-28.1400,9.0,4.8
NGC6317,NGC6317,Galaxy,17.14986,62.8980,15.0,1.0
NGC6318,NGC6318,Open Cluster,17.26989,-39.4250,11.8,3.3
NGC6319,NGC6319,Galaxy,17.16224,62.9731,14.3,1.2
NGC6320,NGC6320,Galaxy,17.21548,40.2665,14.8,1.3
NGC6321,NGC6321,Galaxy,17.24006,20.3139,14.4,1.0
NGC6322,NGC6322,Open Cluster,17.30716,-42.9340,6.0,6.3
NGC6323,NGC6323,Galaxy,17.22169,43.7824,14.7,1.2
NGC6324,NGC6324,Galaxy,17.09037,75.4070,13.4,1.0
NGC6325,NGC6325,Globular Cluster,17.29980,-23.7660,11.5,4.0
NGC6326,NGC6326,Planetary Nebula,17.34621,-51.7544,12.2,0.2
NGC6327,NGC6327,Galaxy,17.23397,43.6495,15.7,0.6
NGC6328,NGC6328,Galaxy,17.39473,-65.0102,15.5,1.6
NGC6329,NGC6329,Galaxy,17.23751,43.6847,14.2,1.2
NGC6330,NGC6330,Galaxy,17.26234,29.4043,15.2,1.2
NGC6331,NGC6331,Galaxy,17.05999,78.6290,15.2,1.0
NGC6332,NGC6332,Galaxy,17.25081,43.6602,14.5,1.7
NGC6334,NGC6334,Supernova Remnant,17.34714,-36.1027,,8.4
NGC6335,NGC6335,Star Association,17.32553,-30.1642,,
NGC6336,NGC6336,Galaxy,17.27127,43.8205,14.4,1.1
NGC6337,NGC6337,Planetary Nebula,17.37100,-38.4837,12.3,0.8
NGC6338,NGC6338,Galaxy,17.25639,57.4112,12.4,1.7
NGC6339,NGC6339,Galaxy,17.28514,40.8450,13.8,1.9
NGC6340,NGC6340,Galaxy,17.17357,72.3044,11.1,3.0
NGC6342,NGC6342,Globular Cluster,17.35282,-19.5874,10.0,6.6
NGC6343,NGC6343,Galaxy,17.28785,41.0527,14.5,1.2
NGC6344,NGC6344,Double Star,17.28838,42.4342,,
NGC6345,NGC6345,Galaxy,17.25674,57.3503,15.1,0.9
NGC6346,NGC6346,Galaxy,17.25680,57.3225,15.0,0.9
NGC6347,NGC6347,Galaxy,17.33185,16.6607,13.4,1.2
NGC6348,NGC6348,Galaxy,17.30589,41.6476,15.3,0.8
NGC6349,NGC6349,Galaxy,17.31849,36.0609,15.2,1.1
NGC6350,NGC6350,Galaxy,17.31174,41.6943,14.2,1.2
NGC6351,NGC6351,Galaxy Pair,17.31983,36.0606,,0.4
NGC6352,NGC6352,Globular Cluster,17.42477,-48.4227,8.9,7.2
NGC6353,NGC6353,Other,17.35346,15.6886,,
NGC6354,NGC6354,Other,17.40952,-38.5416,,
NGC6355,NGC6355,Globular Cluster,17.39963,-26.3534,11.1,2.7
NGC6356,NGC6356,Globular Cluster,17.39305,-17.8130,7.4,5.4
NGC6357,the War and Peace Nebula,Cluster + Nebula,17.41210,-34.2013,,3.9
NGC6358,NGC6358,Galaxy,17.31472,52.6153,15.1,1.0
NGC6359,NGC6359,Galaxy,17.29805,61.7808,12.6,1.1
NGC6360,NGC6360,Star Association,17.40767,-29.8716,,5.1
NGC6361,NGC6361,Galaxy,17.31141,60.6082,13.8,2.1
NGC6362,NGC6362,Globular Cluster,17.53190,-67.0479,8.9,8.4
NGC6363,NGC6363,Galaxy,17.37778,41.1017,14.6,1.0
NGC6364,NGC6364,Galaxy,17.40759,29.3902,14.4,1.4
NGC6365,NGC6365,Galaxy Pair,17.37881,62.1700,,1.5
NGC6365A,NGC6365A,Galaxy,17.37884,62.1661,18.0,1.0
NGC6365B,NGC6365B,Galaxy,17.37876,62.1737,16.2,1.1
NGC6366,NGC6366,Globular Cluster,17.46231,-5.0766,,13.8
NGC6367,NGC6367,Galaxy,17.41917,37.7599,14.9,1.0
NGC6368,NGC6368,Galaxy,17.45321,11.5436,13.6,3.4
NGC6369,Little Ghost Nebula,Planetary Nebula,17.48903,-23.7594,11.4,0.6
NGC6370,NGC6370,Galaxy,17.39033,56.9745,14.2,1.3
NGC6371,NGC6371,Galaxy,17.45572,26.5051,15.1,0.7
NGC6372,NGC6372,Galaxy,17.45885,26.4751,12.9,1.6
NGC6373,NGC6373,Galaxy,17.40225,58.9951,14.6,1.0
NGC6374,NGC6374,Open Cluster,17.57848,-32.5814,5.5,6.9
NGC6375,NGC6375,Galaxy,17.48941,16.2067,14.5,1.5
NGC6376,NGC6376,Galaxy,17.42199,58.8174,14.1,0.5
NGC6377,NGC6377,Galaxy,17.42311,58.8228,14.8,0.6
NGC6378,NGC6378,Galaxy,17.51166,6.2823,15.0,1.1
NGC6379,NGC6379,Galaxy,17.50970,16.2888,12.9,1.0
NGC6380,NGC6380,Globular Cluster,17.57456,-39.0697,,3.9
NGC6381,NGC6381,Galaxy,17.45468,60.0141,13.7,1.2
NGC6382,NGC6382,Galaxy,17.46533,56.8687,14.9,1.2
NGC6384,NGC6384,Galaxy,17.54008,7.0603,10.6,2.5
NGC6385,NGC6385,Galaxy,17.46706,57.5218,14.1,1.1
NGC6386,NGC6386,Galaxy,17.48105,52.7234,15.2,1.0
NGC6387,NGC6387,Galaxy,17.47329,57.5454,16.8,0.3
NGC6388,NGC6388,Globular Cluster,17.60484,-44.7356,7.4,8.4
NGC6389,NGC6389,Galaxy,17.54438,16.4018,12.1,1.2
NGC6390,NGC6390,Galaxy,17.47447,60.0942,14.5,0.9
NGC6391,NGC6391,Galaxy,17.48027,58.8509,14.8,0.8
NGC6392,NGC6392,Galaxy,17.72510,-69.7852,12.3,1.9
NGC6393,NGC6393,Galaxy,17.50235,59.5318,15.8,0.4
NGC6394,NGC6394,Galaxy,17.50595,59.6399,15.4,1.1
NGC6395,NGC6395,Galaxy,17.44202,71.0963,12.7,2.2
NGC6396,NGC6396,Open Cluster,17.62676,-35.0259,8.5,3.3
NGC6397,NGC6397,Globular Cluster,17.67816,-53.6737,5.2,15.3
NGC6398,NGC6398,Galaxy,17.71215,-61.6943,13.5,2.4
NGC6399,NGC6399,Galaxy,17.53064,59.6155,14.6,1.2
NGC6400,NGC6400,Open Cluster,17.67022,-36.9477,8.8,6.0
NGC6401,NGC6401,Globular Cluster,17.64359,-23.9088,10.7,4.5
NGC6403,NGC6403,Galaxy,17.72321,-61.6821,14.3,1.1
NGC6404,NGC6404,Open Cluster,17.66038,-33.2467,10.6,4.2
NGC6406,NGC6406,Double Star,17.63863,18.8331,,
NGC6407,NGC6407,Galaxy,17.74936,-60.7398,13.0,2.5
NGC6408,NGC6408,Galaxy,17.64649,18.8779,14.4,1.6
NGC6409,NGC6409,Galaxy,17.60983,50.7659,14.6,0.7
NGC6410,NGC6410,Double Star,17.58902,60.7931,,
NGC6411,NGC6411,Galaxy,17.59246,60.8134,11.9,1.8
NGC6412,NGC6412,Galaxy,17.49375,75.7044,11.8,2.1
NGC6413,NGC6413,Other,17.67798,12.6239,,
